,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Krasnosel'kup,65.7,82.4667,27.91,96,100,12.84,RU,1584241200
282,Lüderitz,-26.6481,15.1594,64.85,81,0,23.6,NA,1584241200
283,Ploemeur,47.7333,-3.4333,51.8,81,100,20.62,FR,1584241200
284,Gigmoto,13.7796,124.39,81.16,61,33,5.82,PH,1584241200
285,Mabaruma,8.2,-59.7833,71.51,99,91,1.57,GY,1584241200
286,Mahon,39.8885,4.2658,57.13,74,0,6.44,ES,1584241200
287,Salalah,17.0151,54.0924,74.1,76,82,3.94,OM,1584241200
288,Kahului,20.8947,-156.47,73.54,80,88,4.18,US,1584241200
289,Pucallpa,-8.3791,-74.5539,79.68,82,100,1.7,PE,1584241200
290,Grand-Lahou,5.1367,-5.0242,83.52,75,100,3.94,CI,1584241200
291,Marabá,-5.3686,-49.1178,74.1,99,100,2.8,BR,1584241200
292,Meulaboh,4.1363,96.1285,82.58,75,50,4.61,ID,1584241200
293,Ekhabi,53.5102,142.9671,12.81,81,100,4.36,RU,1584241200
294,Kieta,-6.2167,155.6333,84.63,76,100,15.64,PG,1584241200
295,Kikwit,-5.041,18.8162,72.07,92,97,1.99,CD,1584241200
296,Bekhtery,46.251,32.2927,41.25,48,100,13.11,UA,1584241200
297,Mongo,12.1844,18.693,65.12,14,88,7.38,TD,1584241200
298,Carutapera,-1.195,-46.02,82.17,78,100,14.83,BR,1584241200
299,Pacific Grove,36.6177,-121.9166,54.95,76,100,26.35,US,1584241200
300,Harwich,51.9419,1.2844,48.65,87,89,22.93,GB,1584241200
301,Tubualá,9.5167,-79.0333,80.96,79,25,14.9,PA,1584241200
302,San Martín,-33.081,-68.4681,60.39,24,0,7.54,AR,1584241200
303,Kiryat Gat,31.61,34.7642,49.93,94,51,2.13,IL,1584241200
304,Araranguá,-28.9347,-49.4858,69.39,93,0,3.4,BR,1584241200
305,Verkhnyaya Inta,65.9811,60.3094,3.16,91,100,6.26,RU,1584241200
306,St. George's,12.0564,-61.7485,78.69,80,48,11.21,GD,1584241200
307,Portmore,17.9702,-76.8672,74.12,90,0,4.47,JM,1584241200
308,Laas,46.6166,10.7002,25.36,77,5,1.79,IT,1584241200
309,Luau,-10.7073,22.2247,65.35,98,100,1.32,AO,1584241200
310,Jackson,42.4165,-122.8345,36.97,72,100,1.16,US,1584241200
311,Gimli,50.6336,-96.9907,7.86,92,71,7.58,CA,1584241200
312,Mossamedes,-15.1961,12.1522,76.46,76,87,3.69,AO,1584241200
313,Fasa,28.9383,53.6482,48.61,72,33,2.06,IR,1584241200
314,Hriňová,48.5779,19.5257,28.06,62,11,1.9,SK,1584241200
315,Benghazi,32.1167,20.0667,62.13,59,87,7.07,LY,1584241200
316,Lamin,13.3522,-16.4339,74.75,44,33,16.31,GM,1584241200
317,Dudinka,69.4058,86.1778,4.17,93,100,14.83,RU,1584241200
318,Masvingo,-20.0637,30.8277,64.94,72,30,2.8,ZW,1584241200
319,Alofi,-19.0595,-169.9187,85.42,78,100,11.14,NU,1584241200
320,Syców,51.3081,17.7198,31.6,56,0,8.97,PL,1584241200
321,Port Macquarie,-31.4333,152.9167,70.41,71,47,20.87,AU,1584241200
322,Hofn,64.2539,-15.2082,30.13,65,99,15.12,IS,1584241200
323,Macultepec,18.1667,-92.8333,76.84,71,37,5.82,MX,1584241200
324,Vanimo,-2.6741,141.3028,79.0,87,100,24.96,PG,1584241200
325,Hasaki,35.7333,140.8333,48.79,52,96,12.75,JP,1584241200
326,Kysyl-Syr,63.8986,122.7617,4.06,95,99,8.03,RU,1584241200
327,Vangaindrano,-23.35,47.6,72.39,95,100,2.06,MG,1584241200
328,Whitianga,-36.8333,175.7,81.14,51,0,4.41,NZ,1584241200
329,Petropavlovsk-Kamchatskiy,53.0452,158.6483,29.73,72,90,3.74,RU,1584241200
330,Kavieng,-2.5744,150.7967,85.37,64,99,5.23,PG,1584241200
331,Cervo,43.6702,-7.4101,43.03,88,4,5.48,ES,1584241200
332,Birin,26.8865,88.0718,59.38,56,0,2.66,NP,1584241200
333,Nampula,-15.1165,39.2666,69.66,98,35,3.04,MZ,1584241200
334,Sal Rei,16.1833,-22.9167,71.46,79,0,18.25,CV,1584241200
335,Verkhoyansk,67.5447,133.385,-16.44,72,0,2.46,RU,1584241200
336,Marsá Maţrūḩ,31.3525,27.2453,61.07,81,2,6.55,EG,1584241200
337,Şelimbăr,45.7667,24.2,37.47,66,100,3.58,RO,1584241200
338,Methóni,36.8197,21.7049,60.06,79,0,3.38,GR,1584241200
339,Deputatsky,69.3,139.9,-24.05,90,0,2.39,RU,1584241200
340,Makakilo City,21.3469,-158.0858,69.75,79,90,5.79,US,1584241200
341,Asău,46.4333,26.4,31.98,83,99,12.41,RO,1584241200
342,Lodja,-3.4833,23.4333,69.06,90,52,1.81,CD,1584241200
343,Grand Gaube,-20.0064,57.6608,77.65,81,17,10.65,MU,1584241200
344,Vestmannaeyjar,63.4427,-20.2734,26.46,66,0,17.45,IS,1584241200
345,Port Hedland,-20.3167,118.5667,106.84,27,0,6.46,AU,1584241200
346,Touros,-5.1989,-35.4608,83.64,76,98,16.73,BR,1584241200
347,Monastyrshchina,54.3496,31.838,24.91,60,96,17.18,RU,1584241200
348,Borovoy,55.4333,86.0833,35.35,96,100,15.84,RU,1584241200
349,Tāndā,26.55,82.65,67.86,82,19,5.97,IN,1584241200
350,Merauke,-8.4667,140.3333,86.2,67,55,8.52,ID,1584241200
351,Oeiras do Pará,-2.0031,-49.8544,74.44,98,100,3.04,BR,1584241200
352,São Félix do Xingu,-6.6447,-51.995,72.64,98,100,3.06,BR,1584241200
353,Launceston,-41.45,147.1667,70.38,42,67,3.24,AU,1584241200
354,Xai-Xai,-25.0519,33.6442,70.32,97,11,2.86,MZ,1584241200
355,Baturaja,-4.1333,104.1667,85.26,68,22,3.94,ID,1584241200
356,Fairbanks,64.8378,-147.7164,24.01,95,100,1.72,US,1584241200
357,Bundaberg,-24.85,152.35,85.03,64,50,20.27,AU,1584241200
358,Sayansk,54.1088,102.1648,33.8,99,64,5.12,RU,1584241200
359,Alyangula,-13.8483,136.4192,96.15,40,39,9.24,AU,1584241200
360,Nguru,12.8791,10.4526,62.37,19,33,7.81,NG,1584241200
361,Viedma,-40.8135,-62.9967,55.98,64,0,1.79,AR,1584241200
362,Kaeo,-35.1,173.7833,78.17,68,0,10.76,NZ,1584241200
363,Aksu,41.1231,80.2644,46.09,21,43,2.46,CN,1584241200
364,Zonguldak,41.25,31.8333,41.65,93,100,1.9,TR,1584241200
365,San Rafael del Sur,11.8485,-86.4384,80.44,58,29,15.3,NI,1584241200
366,Teahupoo,-17.8333,-149.2667,86.59,72,6,11.45,PF,1584241200
367,Khovd,48.0056,91.6419,30.04,35,6,4.05,MN,1584241200
368,Sinnamary,5.3833,-52.95,79.61,77,96,15.52,GF,1584241200
369,Maningrida,-12.0667,134.2667,87.58,55,25,0.87,AU,1584241200
370,Katsuura,35.1333,140.3,48.58,67,95,9.84,JP,1584241200
371,Tumbes,-3.5667,-80.4414,83.91,81,40,5.46,PE,1584241200
372,Christchurch,-43.5333,172.6333,64.42,72,100,21.94,NZ,1584241200
373,Tianpeng,30.9866,103.9393,65.03,39,100,4.61,CN,1584241200
374,Copiapó,-27.3667,-70.3333,61.0,91,0,3.27,CL,1584241200
375,Sitka,57.0531,-135.33,38.16,68,0,3.58,US,1584241200
376,Ilebo,-4.3167,20.5833,70.12,93,94,0.92,CD,1584241200
377,Izumo,35.3667,132.7667,50.14,58,45,19.98,JP,1584241200
378,Conde,-7.2597,-34.9075,77.74,87,94,3.02,BR,1584241200
379,Bontang,0.1333,117.5,82.45,72,76,13.47,ID,1584241200
380,Caçapava do Sul,-30.5122,-53.4914,75.49,66,53,4.52,BR,1584241200
381,Manta,-0.95,-80.7333,77.29,84,62,1.77,EC,1584241200
382,Kopong,-24.4833,25.8833,70.12,47,0,0.89,BW,1584241200
383,Shingū,33.7333,135.9833,54.57,50,31,16.22,JP,1584241200
384,Kibala,9.1104,18.3463,69.84,13,10,4.54,TD,1584241200
385,Portland,45.5234,-122.6762,35.46,67,99,9.95,US,1584241200
386,Makat,47.6469,53.3463,47.97,73,100,9.46,KZ,1584241200
387,Bubaque,11.2833,-15.8333,82.18,46,0,17.0,GW,1584241200
388,Esterhazy,50.65,-102.0843,8.15,93,100,10.36,CA,1584241200
389,Altamont,42.2068,-121.7372,32.04,86,100,6.58,US,1584241200
390,Roncesvalles,4.0108,-75.6049,65.97,95,100,2.75,CO,1584241200
391,Port Blair,11.6667,92.75,83.03,68,32,6.24,IN,1584241200
392,Bonfim,3.0833,-59.95,84.92,57,100,9.84,BR,1584241200
393,Tongzi,28.7829,105.0877,61.7,53,100,1.9,CN,1584241200
394,Piranhas,-16.4269,-51.8222,69.51,91,76,0.83,BR,1584241200
395,Saint-Pierre,-21.3393,55.4781,79.12,80,33,16.08,RE,1584241200
396,Valparaíso,-33.0393,-71.6273,55.45,74,0,2.86,CL,1584241200
397,Phrae,18.0833,100.0,105.84,34,68,4.36,TH,1584241200
398,Bezhetsk,57.7851,36.6965,23.36,71,100,12.24,RU,1584241200
399,Meadow Lake,34.8014,-106.5436,49.69,42,22,6.55,US,1584241200
400,Tiruchchendur,8.4833,78.1167,87.51,65,3,12.77,IN,1584241200
401,Inuvik,68.3499,-133.7218,25.5,95,100,16.44,CA,1584241200
402,Port Keats,-14.25,129.55,92.62,32,5,7.76,AU,1584241200
403,Nīlokheri,29.8333,76.9167,57.25,84,0,3.31,IN,1584241200
404,Vila Velha,-20.3297,-40.2925,73.38,94,16,2.68,BR,1584241200
405,Union,40.6334,-74.2663,42.85,69,100,8.43,US,1584241200
406,Pingzhuang,42.0372,119.2889,29.73,26,0,21.65,CN,1584241200
407,Cravo Norte,6.3017,-70.2041,87.87,41,97,4.34,CO,1584241200
408,Dunedin,-45.8742,170.5036,61.36,86,100,23.85,NZ,1584241200
409,Gazojak,41.1875,61.4036,59.02,41,100,16.06,TM,1584241200
410,Port Lincoln,-34.7333,135.8667,65.3,59,6,14.88,AU,1584241200
411,Altus,34.6381,-99.334,51.04,78,32,13.73,US,1584241200
412,Misratah,32.3754,15.0925,65.59,56,0,10.74,LY,1584241200
413,Constitución,-35.3333,-72.4167,56.01,62,0,5.28,CL,1584241200
414,Suffolk,40.8668,-72.7996,42.78,67,100,10.6,US,1584241200
415,Birobidzhan,48.8,132.95,23.67,66,25,5.26,RU,1584241200
416,Los Llanos de Aridane,28.6585,-17.9182,63.45,67,0,8.46,ES,1584241200
417,Fort Walton Beach,30.4058,-86.6188,66.83,63,100,4.18,US,1584241200
418,Beloha,-25.1667,45.05,70.77,85,85,10.33,MG,1584241200
419,Pontypool,51.7011,-3.0444,49.05,84,100,23.11,GB,1584241200
420,Bilibino,68.0546,166.4372,2.97,85,100,6.11,RU,1584241200
421,Vila Franca do Campo,37.7167,-25.4333,60.46,75,30,8.81,PT,1584241200
422,Santiago del Estero,-27.7951,-64.2615,73.67,87,100,14.03,AR,1584241200
423,Aquiraz,-3.9014,-38.3911,75.47,92,100,1.05,BR,1584241200
424,Eirunepé,-6.6603,-69.8736,74.97,95,100,2.28,BR,1584241200
425,Poum,-20.2333,164.0167,84.09,79,100,52.48,NC,1584241200
426,Rabo de Peixe,37.8,-25.5833,60.28,76,31,9.71,PT,1584241200
427,Beringovskiy,63.05,179.3167,22.42,91,85,8.55,RU,1584241200
428,Verkhnevilyuysk,63.4453,120.3167,18.82,90,97,3.4,RU,1584241200
429,Boa Vista,2.8197,-60.6733,81.99,66,100,7.4,BR,1584241200
430,Shellbrook,53.2168,-106.4011,6.19,94,100,7.05,CA,1584241200
431,Guisa,20.255,-76.5386,70.81,94,19,5.73,CU,1584241200
432,Cavalcante,-13.7975,-47.4583,64.08,92,100,3.69,BR,1584241200
433,Kirensk,57.7853,108.1119,31.46,95,100,8.68,RU,1584241200
434,Obo,5.3998,26.4869,74.17,75,100,1.77,CF,1584241200
435,Sortland,68.6949,15.4162,28.36,76,89,22.95,NO,1584241200
436,Shipitsyno,61.2806,46.5208,16.27,91,32,5.88,RU,1584241200
437,West Plains,36.7281,-91.8524,42.19,92,100,6.13,US,1584241200
438,Xining,36.6167,101.7667,39.47,23,100,5.73,CN,1584241200
439,Slavyanka,42.8633,131.3847,30.25,87,100,12.95,RU,1584241200
440,Hearst,49.6835,-83.6665,3.61,97,88,4.9,CA,1584241200
441,Coyhaique,-45.5752,-72.0662,48.38,98,5,5.37,CL,1584241200
442,Muli,2.9167,73.5667,84.29,67,36,6.06,MV,1584241200
443,Otradnoye,59.7775,30.8181,21.85,63,28,8.66,RU,1584241200
444,Kumul,42.8,93.45,43.72,22,100,1.59,CN,1584241200
445,Māngrol,21.1167,70.1167,76.06,42,32,20.62,IN,1584241200
446,Tepalcatepec,19.1833,-102.85,69.76,84,8,10.33,MX,1584241200
447,Broome,42.2506,-75.833,31.15,83,100,7.11,US,1584241200
448,Luang Prabang,19.8856,102.1347,95.09,33,0,2.01,LA,1584241200
449,Rochester,43.1548,-77.6156,32.79,82,100,5.53,US,1584241200
450,Pārīchha,25.5167,78.75,68.38,37,0,9.42,IN,1584241200
451,Matadi,-5.8167,13.45,74.07,95,74,1.79,CD,1584241200
452,Kenora,49.8167,-94.4337,14.41,88,6,5.1,CA,1584241200
453,Luanda,-8.8368,13.2343,81.28,86,98,10.42,AO,1584241200
454,Macapá,0.0389,-51.0664,78.19,87,100,10.4,BR,1584241200
455,Safaga,26.7292,33.9365,63.27,68,0,7.11,EG,1584241200
456,Korla,41.7597,86.1469,36.01,29,100,3.49,CN,1584241200
457,Puerto Madryn,-42.7692,-65.0385,54.32,70,0,4.9,AR,1584241200
458,Yaan,7.3833,8.5667,75.67,15,45,4.74,NG,1584241200
459,Jalu,29.0331,21.5482,58.71,44,48,2.77,LY,1584241200
460,Lufilufi,-13.8745,-171.5986,85.89,80,55,12.88,WS,1584241200
461,Vilhena,-12.7406,-60.1458,70.65,98,100,2.55,BR,1584241200
462,Vao,-22.6667,167.4833,83.75,82,99,29.95,NC,1584241200
463,Sembabule,-0.0772,31.4567,64.98,92,53,1.81,UG,1584241200
464,Arrondissement de Vire,48.9167,-0.8333,47.46,90,81,10.25,FR,1584241200
465,Colorado Springs,38.8339,-104.8214,27.19,86,63,3.15,US,1584241200
466,Cockburn Town,21.4612,-71.1419,75.61,79,0,19.8,TC,1584241200
467,Muhafazat Lahij,13.1667,44.5833,70.23,85,29,4.36,YE,1584241200
468,Ahipara,-35.1667,173.1667,83.19,71,0,11.86,NZ,1584241200
469,Santarém,-2.4431,-54.7083,76.01,94,100,7.02,BR,1584241200
470,Kapit,2.0167,112.9333,85.24,64,97,3.44,MY,1584241200
471,Zabid,14.1951,43.3152,73.87,76,15,3.22,YE,1584241200
472,Hirara,24.8,125.2833,65.28,54,0,17.16,JP,1584241200
473,Reyes,-14.3167,-67.3833,77.04,79,100,1.5,BO,1584241200
474,Hobyo,5.3505,48.5268,79.88,80,56,13.33,SO,1584241200
475,Yangjiang,21.85,111.9667,78.76,46,6,8.81,CN,1584241200
476,Natal,-5.795,-35.2094,81.27,80,88,10.29,BR,1584241200
477,Trofors,65.5333,13.4063,32.88,92,100,11.77,NO,1584241200
478,Nara,34.6851,135.8049,55.98,50,40,13.91,JP,1584241200
479,Benguela,-12.5763,13.4055,78.58,84,100,3.62,AO,1584241200
480,Tobol,52.6844,62.5794,35.8,86,100,19.35,KZ,1584241200
481,Porto San Giorgio,43.1827,13.7934,52.2,77,100,18.77,IT,1584241200
482,Skjervøy,70.0311,20.9714,35.29,64,100,19.33,NO,1584241200
483,Odoyev,53.9393,36.6864,25.14,43,100,16.89,RU,1584241200
484,Dengzhou,37.8086,120.7508,39.63,57,0,26.17,CN,1584241200
485,San Policarpo,12.1791,125.5072,81.82,62,22,10.51,PH,1584241200
486,Latung,5.5,120.8833,83.19,72,100,11.27,PH,1584241200
487,Ilulissat,69.2167,-51.1,-3.03,97,97,3.0,GL,1584241200
488,Neyshabur,36.2133,58.7958,57.4,23,99,8.79,IR,1584241200
489,Hamza,40.4264,71.4956,52.18,38,0,6.49,UZ,1584241200
490,Erin,36.3184,-87.6947,43.32,95,100,9.26,US,1584241200
491,Belmonte,-15.8631,-38.8828,78.82,96,98,2.26,BR,1584241200
492,Kosjerić,43.9961,19.9069,37.94,74,100,5.55,RS,1584241200
493,Makkah al Mukarramah,21.4267,39.8261,65.28,30,0,5.7,SA,1584241200
494,Sibolga,1.7427,98.7792,87.6,56,40,2.28,ID,1584241200
495,Kargat,55.1956,80.2811,33.75,95,100,14.92,RU,1584241200
496,Kamenka,51.3223,42.7678,32.49,80,33,12.71,RU,1584241200
497,Dzaoudzi,-12.7887,45.2699,84.67,77,100,15.39,YT,1584241200
498,Acarí,-15.4311,-74.6158,66.67,89,89,2.66,PE,1584241200
499,Taksimo,56.3444,114.8794,11.37,80,56,2.75,RU,1584241200
500,Port Pirie,-33.1833,138.0167,72.54,34,81,5.21,AU,1584241200
501,Srednekolymsk,67.45,153.6833,-2.67,96,100,12.93,RU,1584241200
502,Douentza,14.9951,-2.9517,72.16,14,0,4.68,ML,1584241200
503,Vostok,46.4856,135.8833,20.57,83,100,6.08,RU,1584241200
504,Lethem,3.3803,-59.7968,82.81,62,100,11.34,GY,1584241200
505,Namtsy,62.7161,129.6658,-4.31,96,100,7.11,RU,1584241200
506,Port Hardy,50.6996,-127.4199,29.52,51,0,4.92,CA,1584241200
507,Rocha,-34.4833,-54.3333,62.1,84,73,5.28,UY,1584241200
508,Tooele,40.5308,-112.2983,45.41,61,0,23.51,US,1584241200
509,Lakshettipet,18.8667,79.2167,82.51,47,2,7.0,IN,1584241200
510,Shihezi,44.3,86.0333,43.16,49,55,3.96,CN,1584241200
511,Barsovo,61.1667,73.1667,31.57,90,93,16.49,RU,1584241200
512,Ruska Poliana,49.417,31.9201,29.93,56,91,15.08,UA,1584241200
513,Swan River,52.1058,-101.2676,5.74,96,100,7.34,CA,1584241200
514,Smithers,54.7804,-127.1743,11.44,88,0,1.95,CA,1584241200
515,Zhezkazgan,47.8043,67.7144,29.88,88,100,6.08,KZ,1584241200
516,Sechura,-5.5569,-80.8222,75.72,83,93,7.27,PE,1584241200
517,Nichinan,31.6,131.3667,59.36,48,76,17.81,JP,1584241200
518,Petrovskaya,45.4314,37.955,43.02,67,100,7.72,RU,1584241200
519,Tarko-Sale,64.9225,77.785,12.38,92,96,18.99,RU,1584241200
520,Callaway,30.153,-85.5699,69.17,70,100,3.69,US,1584241200
521,Visby,57.6409,18.296,31.17,72,8,9.08,SE,1584241200
522,Zasheyek,67.4066,32.5499,9.03,80,74,11.79,RU,1584241200
523,Sioux Lookout,50.1001,-91.917,8.91,89,60,3.69,CA,1584241200
524,Poya,-21.35,165.15,84.76,77,100,29.42,NC,1584241200
525,Taltal,-25.4,-70.4833,59.85,90,51,3.06,CL,1584241200
526,Villefontaine,45.6125,5.1456,36.75,90,2,0.67,FR,1584241200
527,Luena,-11.7833,19.9167,61.61,94,100,1.7,AO,1584241200
528,Cao Bang,22.6667,106.25,66.13,60,100,3.22,VN,1584241200
529,Nome,64.5011,-165.4064,31.26,98,100,9.31,US,1584241200
530,Waddān,29.1614,16.139,62.29,25,0,4.61,LY,1584241200
531,Grand Falls,47.0461,-67.7418,16.27,86,37,11.12,CA,1584241200
532,Chirongui,-12.9319,45.1483,84.58,77,100,13.4,YT,1584241200
533,Aswān,24.0934,32.907,58.84,64,0,7.99,EG,1584241200
534,Lewistown,40.5992,-77.5714,36.84,89,100,3.29,US,1584241200
535,Fria,10.4167,-13.5833,66.33,92,27,1.52,GN,1584241200
536,Bud,39.447,-86.1758,34.7,96,100,13.47,US,1584241200
537,Bethanien,-26.502,17.1583,64.27,51,0,1.03,NA,1584241200
538,Henties Bay,-22.116,14.2845,62.82,89,0,2.98,NA,1584241200
539,Casper,42.8666,-106.3131,34.81,82,0,8.66,US,1584241200
540,Jizan,17.3333,42.6667,80.38,71,97,2.21,SA,1584241200
541,Terney,45.0503,136.6092,29.16,72,94,6.8,RU,1584241200
542,Faya,18.3851,42.4509,56.26,90,1,6.06,SA,1584241200
543,Camapuã,-19.5314,-54.0439,73.67,83,0,7.25,BR,1584241200
544,Sarangani,5.4033,125.4636,81.18,71,53,3.8,PH,1584241200
545,Sorong,-0.8833,131.25,83.3,80,43,4.99,ID,1584241200
546,Iqaluit,63.7506,-68.5145,-24.09,83,14,8.46,CA,1584241200
547,Acaraú,-2.8856,-40.12,74.59,95,81,2.73,BR,1584241200
548,Kisanga,-7.4362,37.7034,71.69,97,100,1.25,TZ,1584241200
549,General Roca,-39.0333,-67.5833,63.37,16,0,8.25,AR,1584241200
550,Mineiros,-17.5694,-52.5511,68.61,91,0,3.22,BR,1584241200
551,Huadian,42.9633,126.7478,26.22,72,86,11.21,CN,1584241200
552,Gundorovskiy,46.7805,41.8968,40.3,78,73,9.48,RU,1584241200
553,Carauari,-4.8828,-66.8958,76.32,92,100,0.31,BR,1584241200
554,Rundu,-17.9333,19.7667,65.35,94,100,1.77,NA,1584241200
555,Ponta Delgada,37.7333,-25.6667,60.46,75,30,8.81,PT,1584241200
556,Los Altos,37.3852,-122.1141,48.15,75,100,7.47,US,1584241200
557,Walvis Bay,-22.9575,14.5053,63.18,89,0,9.4,NA,1584241200
558,Aden,12.7794,45.0367,74.97,77,80,5.99,YE,1584241200
559,Richards Bay,-28.783,32.0377,77.85,85,54,10.98,ZA,1584241200
560,Beira,-19.8436,34.8389,77.18,83,0,7.81,MZ,1584241200
561,Chitral,35.8462,71.7858,17.67,42,0,8.86,PK,1584241200
562,Ketchikan,55.3422,-131.6461,29.73,82,0,2.98,US,1584241200
